N,P,K,temperature,humidity,ph,rainfall,label
107.69,19.16,51.91,25.22,89.49,6.79,54.17,watermelon
38.74,71.48,15.84,29.65,66.98,7.2,75.41,blackgram
110.36,76.55,50.21,24.43,78.98,5.75,96.94,banana
80.37,53.68,45.82,24.78,77.64,6.7,185.9,jute
79.71,21.0,34.64,24.5,57.2,7.27,135.69,coffee
24.74,22.51,30.93,25.18,86.73,6.07,148.93,coconut
112.64,58.3,44.3,19.82,73.45,6.49,97.81,cotton
23.01,44.99,25.57,27.66,43.51,6.9,34.49,mothbeans
41.54,77.06,61.25,22.77,18.5,7.73,55.6,chickpea
16.41,51.24,17.69,28.66,92.36,6.4,49.37,mungbean
57.72,63.64,49.58,31.74,90.05,6.11,136.32,papaya
24.51,67.92,22.13,28.14,50.32,6.7,74.17,mothbeans
115.25,49.18,43.71,24.99,73.33,7.15,99.48,cotton
23.71,69.9,13.04,27.62,88.09,6.86,77.25,mungbean
96.16,21.68,46.84,27.67,96.17,6.82,35.22,muskmelon
104.34,68.47,28.89,27.76,82.16,6.19,94.5,banana
16.89,126.8,183.2,17.55,93.23,5.88,138.66,apple
80.92,33.3,35.24,20.04,77.56,6.32,232.14,rice
110.28,12.55,42.87,26.47,92.46,6.75,36.93,muskmelon
76.63,38.86,44.92,19.54,82.82,6.3,273.91,rice
23.83,42.14,31.6,30.77,92.52,7.02,75.79,mungbean
88.42,16.44,51.42,23.98,96.79,6.59,50.26,watermelon
99.48,39.95,42.32,22.45,74.73,6.93,124.75,cotton
41.31,62.88,77.83,17.29,14.06,7.49,84.77,chickpea
120.65,12.77,51.8,23.08,83.45,7.22,45.4,watermelon
24.02,67.99,17.07,20.02,27.74,6.02,70.77,kidneybeans
99.75,13.79,42.86,24.52,88.67,6.57,44.63,watermelon
18.09,23.71,21.55,30.43,94.36,6.02,215.04,coconut
19.86,74.23,15.54,23.27,64.88,6.27,32.06,lentil
30.32,134.64,210.63,25.53,88.98,6.29,46.1,grapes
22.31,14.04,6.28,23.37,87.88,7.43,107.71,orange
100.75,57.23,45.3,24.7,65.08,6.3,72.66,maize
77.63,41.41,42.37,22.26,73.22,6.66,269.09,rice
56.5,44.89,41.01,21.79,64.8,6.31,123.69,maize
45.24,73.96,77.83,15.21,13.53,6.65,84.74,chickpea
78.75,51.85,34.05,21.36,83.01,6.92,200.46,rice
17.34,47.56,24.92,31.12,51.2,7.28,69.48,mothbeans
90.64,30.86,40.05,28.2,83.12,7.22,203.66,rice
106.59,22.35,45.23,27.56,88.71,6.42,47.87,watermelon
18.73,13.8,24.33,23.88,93.54,6.13,133.59,coconut
53.95,26.87,50.16,22.12,66.75,5.54,99.42,maize
84.9,59.55,44.18,20.0,64.23,6.18,65.88,maize
16.2,60.84,9.64,20.25,65.67,7.29,39.28,lentil
27.49,71.97,24.62,29.83,68.43,6.91,55.31,blackgram
78.01,61.94,41.47,22.83,63.37,6.24,100.15,maize
79.29,42.67,40.41,21.47,86.5,6.87,193.61,rice
80.88,54.92,41.4,27.92,84.34,6.5,170.8,jute
18.34,14.59,29.97,25.96,95.33,5.98,240.18,coconut
21.21,60.47,21.54,27.05,62.29,6.75,61.83,mothbeans
20.08,14.62,29.36,29.07,99.0,6.6,126.25,coconut
16.85,21.98,37.35,20.33,90.81,5.94,83.24,pomegranate
81.33,45.01,56.26,17.1,55.08,5.61,90.92,maize
29.05,66.48,73.44,18.33,15.45,7.89,90.13,chickpea
93.29,19.54,33.22,26.59,75.63,5.93,44.83,watermelon
23.44,71.37,21.21,28.11,48.74,6.17,127.22,pigeonpeas
84.66,24.35,48.7,22.19,81.24,5.84,58.84,watermelon
13.98,58.63,18.06,25.23,55.16,7.18,55.16,lentil
86.24,20.39,46.64,31.18,86.39,6.43,18.0,muskmelon
78.33,46.53,45.0,25.5,79.39,6.28,180.84,rice
93.9,21.55,32.11,22.1,62.84,6.99,146.99,coffee
7.25,73.57,24.75,25.09,68.51,6.74,23.66,lentil
23.06,66.57,11.6,33.23,67.06,6.74,57.52,blackgram
98.77,23.37,49.89,28.8,89.0,5.95,18.9,muskmelon
77.47,34.06,28.93,23.37,62.54,5.69,97.6,maize
15.83,66.42,26.3,26.76,43.66,5.8,155.03,pigeonpeas
88.98,53.03,32.24,21.22,88.68,6.4,256.15,rice
20.13,48.65,23.24,27.94,44.34,6.51,48.76,mothbeans
104.73,10.75,45.99,30.87,87.82,6.2,25.13,muskmelon
81.06,13.79,44.02,28.29,87.12,7.17,25.44,muskmelon
33.94,126.97,192.49,23.26,82.48,5.87,67.61,grapes
22.82,12.33,48.69,20.21,85.48,6.1,103.93,pomegranate
104.27,9.89,59.89,25.32,84.78,6.09,60.17,watermelon
70.93,34.22,44.73,25.69,73.3,6.6,169.47,jute
119.06,50.34,49.92,24.11,92.96,6.52,70.09,cotton
104.84,40.75,45.64,23.9,84.11,7.29,76.46,cotton
48.82,58.52,22.98,31.78,67.89,7.55,70.82,blackgram
23.23,17.85,33.14,16.95,88.85,5.62,114.13,pomegranate
20.57,68.3,25.2,17.83,22.7,6.32,70.31,kidneybeans
40.43,67.05,89.36,17.46,14.22,7.1,105.46,chickpea
50.29,55.42,47.5,29.68,91.9,7.06,144.44,papaya
41.88,74.98,75.51,16.15,12.22,6.87,43.43,chickpea
98.34,14.48,50.29,24.74,84.23,6.33,35.34,watermelon
88.65,13.77,48.31,29.32,97.04,5.96,19.03,muskmelon
66.33,40.67,55.94,19.68,50.18,5.27,100.73,maize
105.0,31.76,26.38,22.88,66.22,6.14,208.13,coffee
18.2,54.77,14.59,27.83,94.18,7.05,42.63,mungbean
29.51,73.37,73.8,16.27,18.26,7.1,97.86,chickpea
56.03,57.43,58.04,35.4,97.52,6.88,202.0,papaya
99.35,25.17,38.0,26.18,55.65,6.54,189.75,coffee
92.13,37.41,26.46,22.96,77.49,6.33,196.74,rice
104.19,11.18,46.5,27.8,96.28,6.63,13.17,muskmelon
74.09,42.52,49.65,21.54,78.73,5.43,193.49,rice
85.93,47.65,41.07,28.9,78.09,6.84,178.01,jute
115.11,50.56,41.61,26.23,75.4,6.45,86.48,cotton
26.33,75.53,22.69,30.94,47.86,7.21,142.17,pigeonpeas
28.71,80.4,20.76,29.16,60.4,6.9,50.14,blackgram
110.45,17.0,57.14,26.66,84.72,6.23,16.94,muskmelon
13.62,11.43,28.76,29.7,92.5,5.97,175.83,coconut
83.05,31.68,46.0,24.88,72.24,5.85,205.11,rice
17.02,18.92,11.23,25.62,89.9,7.08,108.02,orange
14.19,23.62,24.57,29.87,56.19,6.39,80.98,mango
22.63,28.34,26.75,27.13,50.8,5.42,83.43,mango
99.3,9.97,43.53,25.44,91.47,6.58,19.97,muskmelon
81.9,28.36,50.69,25.5,80.74,6.68,103.6,rice
25.83,132.48,182.32,25.16,93.91,5.22,108.36,apple
32.21,31.32,17.06,28.99,82.09,7.06,60.2,mungbean
46.2,81.58,41.47,31.94,95.61,7.0,155.18,papaya
114.64,89.47,60.55,29.78,83.36,5.82,84.25,banana
52.84,55.62,10.91,28.34,67.72,7.35,74.56,blackgram
97.15,20.32,50.46,30.93,85.7,5.82,32.7,muskmelon
25.07,110.69,191.17,21.49,98.97,5.33,126.42,apple
24.63,24.06,35.23,27.73,99.44,6.02,161.2,coconut
50.48,60.24,52.71,34.0,90.62,6.77,148.9,papaya
11.68,86.95,15.42,28.96,54.82,5.6,163.8,pigeonpeas
86.66,42.02,45.73,26.74,76.43,6.42,176.36,jute
23.29,124.72,204.22,24.37,96.62,5.97,93.69,apple
22.53,103.17,232.89,22.55,93.37,6.23,122.31,apple
66.32,34.92,47.03,22.12,68.84,6.11,106.95,maize
30.4,45.97,21.9,26.24,83.64,6.43,70.05,mungbean
18.22,128.82,191.11,20.58,86.94,5.7,105.82,apple
13.08,65.86,18.72,29.31,68.22,6.54,37.26,lentil
23.76,138.96,220.95,23.95,93.4,6.09,46.42,grapes
89.28,35.16,35.73,20.86,78.73,6.71,192.43,rice
97.22,15.46,49.28,22.98,75.74,6.71,62.57,watermelon
28.54,79.77,15.01,23.75,65.73,7.51,51.25,lentil
27.02,129.59,191.15,21.85,89.62,5.64,114.94,apple
17.21,115.5,202.0,23.17,74.48,6.21,34.15,grapes
41.12,61.47,70.83,15.18,14.46,6.83,83.24,chickpea
67.75,45.47,40.54,21.33,69.34,6.37,107.9,maize
113.27,89.49,47.96,29.75,83.74,5.89,101.68,banana
24.12,62.18,18.04,16.29,19.28,5.8,123.61,kidneybeans
22.57,12.54,7.66,19.59,90.74,6.81,83.5,orange
17.08,23.97,42.24,28.36,52.56,5.9,101.67,mango
96.58,28.7,35.82,25.59,65.0,6.21,146.01,coffee
45.53,55.84,50.63,35.48,94.71,6.05,158.2,papaya
21.92,121.05,208.47,25.23,86.47,6.12,48.97,grapes
15.92,120.52,214.14,23.14,76.09,6.61,78.3,grapes
16.31,13.28,32.37,27.71,89.8,6.1,148.27,coconut
103.66,42.26,42.24,22.89,81.76,6.67,64.54,cotton
85.86,45.69,46.35,22.3,79.69,6.93,192.35,rice
21.28,63.82,21.86,28.67,48.32,6.71,156.17,pigeonpeas
40.64,50.0,22.04,28.19,62.02,7.35,71.82,blackgram
49.7,76.87,67.26,18.9,21.06,6.64,79.84,chickpea
27.56,71.95,15.16,24.1,49.36,6.47,46.44,lentil
20.9,62.32,18.15,18.19,21.32,6.54,79.71,kidneybeans
24.26,122.61,203.92,22.62,92.56,5.53,136.79,apple
22.04,21.67,48.03,18.48,95.38,6.92,102.53,pomegranate
30.97,25.29,44.98,21.75,90.82,5.5,65.53,pomegranate
93.25,48.53,40.1,23.13,83.69,6.46,155.42,jute
113.81,19.12,49.42,29.59,87.42,5.76,29.37,muskmelon
27.13,67.68,11.69,23.31,50.53,5.76,121.56,pigeonpeas
88.57,51.46,41.27,24.91,76.6,5.85,132.61,jute
89.47,41.33,40.35,25.8,77.25,6.66,157.49,jute
16.59,26.04,28.83,34.67,51.39,5.15,103.36,mango
15.55,16.28,45.61,25.5,95.95,5.8,113.61,pomegranate
23.24,51.82,18.82,29.02,44.64,6.65,67.14,mothbeans
32.35,83.48,18.06,34.23,74.36,6.4,58.01,blackgram
84.8,26.04,47.42,23.91,76.45,6.26,210.55,rice
29.28,62.85,29.26,19.65,60.13,6.02,50.35,lentil
38.4,61.34,22.27,30.34,57.46,6.97,66.76,blackgram
23.73,55.63,19.32,26.19,55.76,6.87,22.71,mothbeans
14.68,142.09,198.68,25.58,85.45,5.69,53.53,grapes
100.81,20.51,52.78,23.65,84.13,7.29,54.01,watermelon
15.51,43.21,20.36,27.74,84.61,6.88,42.77,mungbean
124.64,54.39,35.71,22.62,76.59,6.97,77.87,cotton
59.72,44.31,58.91,31.24,92.85,6.46,119.92,papaya
94.57,15.11,38.05,24.92,88.28,6.83,52.3,watermelon
25.77,30.53,36.9,34.12,45.36,6.4,65.69,mango
96.29,81.23,43.0,28.3,79.67,6.23,101.34,banana
25.89,59.82,15.04,19.61,25.31,5.27,71.64,kidneybeans
17.06,29.07,16.77,30.12,86.76,6.81,67.81,mungbean
109.04,12.34,48.61,27.51,93.67,6.5,19.54,muskmelon
22.63,15.8,24.3,26.42,96.32,6.03,168.1,coconut
26.16,71.42,21.24,22.02,23.94,6.29,123.39,kidneybeans
11.01,20.59,54.5,21.09,88.68,5.42,136.06,pomegranate
35.74,67.13,26.08,31.61,70.78,7.86,57.44,blackgram
40.9,79.68,15.2,30.0,58.18,7.75,66.75,blackgram
88.62,17.67,57.94,23.66,83.66,5.98,46.34,watermelon
104.67,70.19,53.42,28.81,77.49,5.61,95.52,banana
21.72,16.12,42.49,18.83,90.33,6.96,100.29,pomegranate
95.58,38.66,21.8,25.72,56.56,6.23,134.43,coffee
37.84,65.37,40.06,29.14,95.63,6.76,154.82,papaya
68.35,33.45,56.91,23.15,73.68,6.81,125.86,jute
16.28,13.72,29.8,27.35,85.46,5.71,175.86,coconut
15.4,11.11,14.63,23.03,85.8,6.29,87.68,orange
19.83,12.43,28.88,23.09,92.34,5.69,142.77,coconut
98.97,21.2,43.56,26.15,84.43,6.12,55.62,watermelon
22.63,142.21,178.23,19.75,92.22,6.05,141.42,apple
54.96,47.76,43.5,34.07,89.48,6.33,165.67,papaya
92.42,16.48,45.3,27.96,87.84,5.99,37.23,muskmelon
86.28,19.69,44.93,27.29,99.4,6.9,30.74,muskmelon
115.35,46.91,40.19,24.88,86.17,7.57,67.28,cotton
30.03,134.74,206.52,24.26,79.47,6.0,62.03,grapes
94.38,51.64,39.25,26.48,80.24,6.72,213.89,jute
69.63,52.3,37.04,23.36,82.69,6.34,165.13,jute
23.15,119.64,182.06,24.28,76.35,5.38,81.44,grapes
18.31,76.79,21.77,21.75,65.82,7.5,36.02,lentil
100.35,39.3,37.54,21.49,76.84,5.88,164.45,rice
26.4,24.89,23.26,31.15,44.5,6.31,95.01,mango
15.94,55.22,17.61,27.43,68.59,6.91,34.06,lentil
23.22,140.02,214.29,18.6,92.89,5.65,111.03,apple
20.53,54.55,19.04,30.59,83.55,5.97,52.03,mungbean
12.57,14.52,35.12,28.41,93.65,5.9,150.15,coconut
72.95,38.56,41.57,24.64,80.03,6.76,189.37,rice
85.38,55.49,57.83,22.62,69.13,5.62,97.8,maize
14.66,28.28,30.04,29.29,52.15,5.86,93.55,mango
16.47,23.76,51.0,16.65,97.06,5.41,80.47,pomegranate
114.94,37.7,39.01,22.6,67.2,6.5,109.84,cotton
21.83,65.23,28.64,22.96,65.8,6.71,65.82,lentil
112.49,14.84,47.96,24.82,89.15,6.71,28.21,muskmelon
12.14,11.21,7.52,25.62,92.9,6.9,94.15,orange
30.44,140.05,200.53,24.42,78.23,5.42,49.72,grapes
13.3,47.21,31.81,27.63,60.84,7.04,58.07,mothbeans
98.84,24.26,29.83,23.84,72.61,6.7,147.79,coffee
29.11,54.82,25.14,17.96,22.41,5.7,85.84,kidneybeans
24.18,76.49,21.05,19.65,23.6,4.66,111.05,kidneybeans
86.33,98.12,48.86,26.84,78.29,5.8,135.88,banana
95.99,21.75,54.05,27.08,88.1,7.46,43.94,watermelon
13.43,62.13,16.18,25.43,63.07,6.64,46.62,lentil
30.36,71.64,15.12,25.23,62.18,6.34,54.41,lentil
110.61,32.5,32.2,25.83,59.67,6.96,173.26,coffee
21.42,71.68,20.32,25.65,47.43,6.01,147.96,pigeonpeas
66.93,57.26,53.85,32.14,92.34,6.1,142.99,papaya
41.53,47.82,47.83,33.12,87.04,6.14,147.56,papaya
18.27,18.28,10.75,23.22,92.85,7.3,109.16,orange
23.51,47.83,3.63,29.36,89.21,6.88,46.46,mungbean
72.19,38.93,36.59,20.24,80.97,6.35,122.17,maize
106.7,18.61,49.75,27.3,95.33,6.96,35.84,muskmelon
9.66,23.87,32.19,25.21,44.14,6.24,115.06,mango
81.55,42.81,40.43,23.0,78.39,6.66,196.11,rice
39.47,62.49,15.61,30.86,72.46,6.96,79.71,blackgram
96.11,60.39,36.76,19.13,80.45,6.36,192.4,rice
76.94,31.43,34.13,20.28,82.2,7.1,89.71,maize
27.25,139.49,183.36,25.95,81.56,5.61,94.05,grapes
11.74,76.25,21.46,27.86,63.74,6.84,48.04,lentil
72.71,43.77,47.11,22.82,75.28,6.94,161.83,jute
123.8,43.58,32.99,24.41,85.47,7.04,19.0,cotton
95.38,30.52,29.97,22.57,52.06,6.54,186.86,coffee
84.71,81.82,49.47,28.27,77.25,5.56,96.74,banana
19.67,33.22,33.69,31.91,47.59,6.29,175.52,mango
87.66,16.84,49.48,24.61,80.79,6.67,47.19,watermelon
23.37,19.59,7.29,21.87,91.52,7.58,143.88,orange
103.6,15.85,64.57,27.5,91.55,6.77,45.93,watermelon
24.63,53.49,25.82,27.86,49.35,6.14,56.09,mothbeans
21.21,78.53,19.79,29.01,55.48,5.91,166.84,pigeonpeas
116.24,34.31,43.89,23.12,78.79,7.05,103.91,cotton
115.75,52.7,48.71,25.19,79.92,6.43,79.62,cotton
36.63,134.17,188.61,18.97,99.09,6.14,141.15,apple
25.6,63.9,15.58,21.58,17.6,5.7,102.7,kidneybeans
119.96,53.23,48.95,23.93,71.52,6.81,80.64,cotton
22.4,12.39,42.09,32.06,54.18,5.74,57.89,mango
86.43,36.84,39.96,22.67,83.69,7.2,203.62,rice
14.96,139.01,219.04,17.11,96.09,4.79,104.99,apple
25.02,126.61,186.23,23.99,79.79,6.62,64.16,grapes
28.98,134.45,199.7,22.3,92.28,4.75,109.29,apple
35.37,56.25,27.12,34.98,68.68,6.57,56.4,blackgram
20.91,18.41,39.77,24.31,87.05,5.93,81.77,pomegranate
45.16,55.38,49.66,31.94,87.75,6.73,169.69,papaya
87.59,44.9,30.61,21.37,67.56,6.51,96.48,maize
21.12,16.65,33.82,27.66,98.66,5.68,206.03,coconut
29.62,15.24,29.42,33.91,45.29,5.71,101.63,mango
30.31,121.64,193.66,19.21,87.86,6.25,113.53,apple
27.8,129.97,177.55,20.64,73.37,6.25,49.27,grapes
20.04,15.98,6.34,23.88,85.4,7.7,125.86,orange
20.56,28.37,50.4,16.48,87.32,6.21,107.24,pomegranate
20.5,64.73,29.63,30.96,49.28,6.03,137.8,pigeonpeas
20.57,12.08,28.48,26.98,86.79,5.93,99.06,pomegranate
92.5,79.42,54.26,26.76,70.68,5.7,74.61,banana
92.13,83.03,39.9,28.08,75.31,6.37,98.23,banana
21.15,51.91,26.79,26.71,56.28,6.58,41.87,mothbeans
39.22,78.41,27.55,32.96,70.71,6.6,75.31,blackgram
30.45,52.2,19.22,28.89,88.79,6.65,50.84,mungbean
40.07,66.37,68.23,19.51,7.34,7.56,50.16,chickpea
35.92,78.85,21.4,32.75,67.58,7.13,53.95,blackgram
92.02,33.19,25.55,25.54,51.12,7.84,174.11,coffee
119.64,44.9,54.78,22.57,78.39,6.41,94.08,cotton
23.46,27.6,22.21,29.73,48.72,5.59,94.68,mango
40.83,62.93,41.07,35.61,93.69,6.37,163.12,papaya
22.37,7.21,12.78,22.8,90.68,6.96,77.8,orange
103.2,44.49,39.17,25.16,80.46,6.49,107.48,cotton
16.83,16.41,29.09,22.95,93.4,6.53,98.16,pomegranate
21.74,139.15,209.09,22.42,76.16,6.01,80.1,grapes
103.38,95.23,45.4,25.71,79.74,6.14,101.92,banana
68.95,52.7,48.76,22.89,73.75,6.52,118.5,maize
34.42,14.54,21.96,24.17,99.9,5.77,179.77,coconut
22.56,46.22,27.72,29.55,54.96,6.8,45.64,mothbeans
17.94,22.88,25.68,30.35,49.39,5.99,70.24,mango
24.18,30.15,22.48,29.76,44.58,6.51,113.12,mango
14.53,124.48,206.63,22.83,95.16,5.67,94.51,apple
92.09,20.06,48.57,26.55,94.87,6.88,24.81,muskmelon
19.05,76.92,18.5,29.42,64.06,6.8,43.95,lentil
14.73,19.69,37.49,19.64,83.32,6.04,104.47,pomegranate
116.97,72.79,46.12,24.93,73.85,6.27,101.07,banana
23.76,128.36,188.19,23.3,79.9,5.56,89.97,apple
18.29,18.15,9.15,22.43,99.61,6.62,131.61,orange
39.99,65.32,47.08,32.16,93.13,6.65,163.94,papaya
27.57,68.16,18.14,26.56,57.04,6.81,40.53,lentil
126.05,43.6,39.16,25.43,74.35,7.08,87.71,cotton
85.56,32.34,30.85,25.76,63.99,6.97,114.82,coffee
19.57,8.5,24.36,30.44,96.76,5.83,231.06,coconut
7.63,75.56,9.96,25.28,63.76,6.95,35.06,lentil
27.3,142.8,198.55,19.5,88.57,5.53,118.14,apple
99.83,18.39,47.79,26.87,94.25,6.7,21.54,muskmelon
35.35,70.75,18.09,24.26,63.09,7.53,42.77,blackgram
47.07,60.79,24.47,29.2,59.74,6.93,28.64,blackgram
23.14,70.04,15.06,24.0,44.73,6.23,169.7,pigeonpeas
36.92,73.29,74.87,18.69,15.8,7.57,89.5,chickpea
75.57,51.64,41.05,23.52,89.82,6.32,162.36,rice
118.78,47.65,34.26,22.19,85.31,7.6,69.82,cotton
13.53,60.5,21.18,29.43,58.7,6.31,157.62,pigeonpeas
16.53,52.43,28.76,21.65,25.08,6.19,116.53,kidneybeans
65.79,45.78,45.94,20.41,65.19,6.49,115.45,maize
91.43,84.43,48.2,26.51,80.24,6.03,108.28,banana
99.12,48.6,34.23,25.92,90.95,6.95,91.39,jute
17.48,11.67,12.31,24.32,86.83,6.88,147.12,orange
60.26,61.65,62.0,33.19,96.31,6.87,129.27,papaya
21.75,12.96,24.74,22.74,87.8,6.59,155.3,coconut
22.52,40.04,18.88,27.81,56.02,7.32,60.11,mothbeans
97.21,28.94,43.14,20.92,84.37,6.43,126.76,rice
25.46,142.6,191.35,23.14,76.63,5.79,61.13,grapes
20.54,71.4,17.69,31.34,72.83,6.61,42.72,lentil
29.57,64.17,51.05,34.13,86.85,6.57,115.71,papaya
47.16,52.02,66.54,18.63,14.14,7.82,73.7,chickpea
33.98,60.73,73.03,24.0,17.23,7.4,44.47,chickpea
18.46,141.9,204.92,19.88,90.17,5.71,142.72,apple
80.19,20.61,38.55,23.39,84.98,6.68,47.87,watermelon
97.29,32.11,38.04,24.55,84.17,6.31,194.65,rice
46.64,47.47,50.53,33.51,90.92,6.8,153.42,papaya
22.57,38.6,3.28,26.91,83.64,6.46,70.79,mungbean
68.83,58.17,39.5,21.64,81.92,6.76,161.53,jute
55.03,44.71,37.53,34.84,98.08,6.19,145.51,papaya
17.48,26.87,34.47,23.23,89.7,5.84,124.81,pomegranate
31.18,131.67,208.42,22.25,89.47,5.91,126.43,apple
80.71,48.75,35.28,28.18,84.07,6.45,153.33,jute
24.88,58.2,24.08,34.46,70.36,7.06,61.52,blackgram
87.89,69.4,41.08,20.4,67.99,6.42,86.83,maize
25.69,19.7,41.44,23.7,95.46,6.39,144.49,pomegranate
20.43,57.56,19.42,29.12,41.19,5.92,179.74,pigeonpeas
118.38,24.54,63.93,26.12,94.28,6.85,32.58,muskmelon
26.65,44.75,13.71,29.65,84.37,6.64,43.62,mungbean
45.56,54.79,15.73,28.32,66.13,7.75,98.34,blackgram
67.8,37.49,47.61,25.5,82.39,6.8,184.83,jute
28.52,18.12,24.34,25.94,91.81,5.86,168.88,coconut
48.61,85.49,14.26,27.96,60.73,7.74,83.64,blackgram
120.86,40.1,50.99,24.03,75.4,6.72,115.71,cotton
81.13,16.7,48.62,26.16,85.1,6.73,36.05,watermelon
19.99,69.43,22.56,27.28,46.62,5.87,124.47,pigeonpeas
102.44,86.53,52.05,25.43,81.23,5.81,82.24,banana
27.7,130.78,206.08,24.04,87.02,5.43,143.94,apple
30.2,145.04,189.4,20.59,86.89,6.08,108.01,apple
20.59,70.93,19.85,27.93,61.4,6.79,27.55,lentil
43.37,50.76,49.57,30.74,85.11,6.56,179.22,papaya
21.22,48.72,18.86,28.89,89.07,6.48,33.78,mungbean
92.31,45.35,35.39,19.83,67.41,6.39,132.18,maize
24.56,61.22,21.12,24.45,45.13,5.73,175.96,pigeonpeas
87.45,34.04,30.72,28.01,59.46,6.79,204.78,coffee
8.99,13.51,13.66,21.48,97.99,6.66,120.07,orange
25.68,16.17,32.26,15.71,86.77,5.27,93.43,pomegranate
17.66,53.33,24.81,30.41,81.2,7.26,66.44,mungbean
103.94,31.33,39.83,26.52,67.56,6.47,110.97,coffee
73.8,43.77,35.73,22.18,88.81,5.98,103.49,rice
13.39,76.11,20.23,25.83,53.96,6.31,53.96,lentil
15.27,11.87,30.86,27.2,91.17,5.48,172.31,coconut
93.98,20.81,31.02,23.89,57.57,6.7,145.67,coffee
48.87,62.05,21.95,28.68,54.92,7.15,60.94,blackgram
23.66,69.12,20.45,26.53,41.73,5.62,140.54,pigeonpeas
18.03,128.71,224.21,26.11,73.8,6.54,94.29,grapes
110.04,16.28,43.25,21.62,84.14,5.99,34.8,watermelon
11.59,17.41,7.76,21.25,87.42,7.4,70.69,orange
81.59,45.0,37.53,23.91,78.69,6.32,184.73,rice
18.78,65.69,17.86,25.27,24.22,5.61,114.31,kidneybeans
33.55,57.12,83.13,19.64,17.93,7.69,81.76,chickpea
101.29,30.39,35.47,23.86,59.16,6.86,155.06,coffee
110.49,74.81,50.96,27.89,78.0,6.34,107.98,banana
19.52,17.68,39.02,33.26,49.81,5.31,83.28,mango
84.48,16.12,62.55,28.26,89.74,5.8,38.8,muskmelon
17.89,14.28,5.96,20.69,92.24,7.12,81.44,orange
77.1,55.18,34.1,22.22,79.3,6.56,157.14,jute
104.52,31.21,38.56,22.73,76.3,6.81,112.87,jute
92.95,21.08,55.32,29.53,92.86,6.91,37.72,muskmelon
14.42,33.37,13.56,27.38,77.93,6.41,17.78,mungbean
116.44,48.86,42.82,25.09,80.94,6.77,44.54,cotton
27.01,134.53,169.93,22.08,94.49,5.75,109.38,apple
113.37,27.72,36.79,27.3,64.31,6.32,159.51,coffee
18.07,52.31,15.75,28.09,84.77,7.21,19.65,mungbean
22.9,58.41,25.21,22.77,56.58,7.54,45.19,lentil
101.14,21.5,59.69,27.18,93.69,6.52,13.43,muskmelon
77.11,45.92,43.71,24.27,62.47,6.38,75.28,maize
13.27,73.43,24.66,23.76,63.78,7.05,21.66,lentil
21.44,19.1,21.68,27.11,89.61,5.68,157.41,coconut
36.46,67.68,83.54,17.09,15.36,7.34,41.58,chickpea
15.15,65.59,16.54,23.0,25.0,6.06,117.43,kidneybeans
95.24,20.64,29.66,28.47,52.88,6.75,119.63,coffee
104.6,72.85,45.28,31.32,78.73,5.7,128.05,banana
25.03,36.47,31.34,29.57,52.77,7.16,39.52,mothbeans
90.06,15.43,56.95,25.43,84.5,5.93,37.29,watermelon
98.63,85.77,52.76,28.16,82.81,5.61,124.81,banana
39.9,64.47,17.75,31.98,73.35,6.83,57.97,blackgram
108.36,30.18,30.71,25.72,61.69,7.04,133.85,coffee
15.47,68.23,24.85,29.48,45.01,6.37,125.48,pigeonpeas
56.74,57.16,43.14,24.74,77.81,6.32,233.14,jute
33.49,71.21,21.79,30.78,68.39,7.22,93.31,blackgram
24.94,128.76,214.34,25.4,88.55,5.74,75.73,grapes
21.13,134.32,217.89,23.89,84.66,6.02,72.24,grapes
41.39,50.58,51.83,31.91,87.13,7.23,166.0,papaya
14.79,20.85,27.84,28.54,49.71,5.73,79.27,mango
19.03,57.57,24.26,30.86,54.54,7.24,61.79,mothbeans
79.46,54.14,41.04,24.97,79.5,5.91,161.4,rice
23.83,60.9,25.45,24.42,21.51,4.92,94.04,kidneybeans
17.13,106.79,198.92,26.24,89.96,5.65,101.54,grapes
91.27,13.44,53.97,23.75,83.66,6.85,44.47,watermelon
24.41,18.83,7.1,19.01,89.72,7.83,92.73,orange
105.01,45.14,40.67,21.13,80.75,6.86,102.28,cotton
18.63,73.32,12.34,18.97,24.74,5.55,72.82,kidneybeans
25.29,70.03,9.78,24.55,58.01,6.16,126.13,pigeonpeas
23.24,65.61,20.69,29.17,54.18,5.94,128.9,pigeonpeas
24.52,57.86,58.0,17.3,16.25,7.13,101.58,chickpea
21.42,19.62,39.6,19.83,85.53,6.36,79.72,pomegranate
11.78,124.47,187.64,24.16,80.99,5.94,66.86,grapes
17.72,18.79,27.73,28.72,94.83,6.43,206.28,coconut
96.66,73.79,52.69,29.45,85.2,5.95,122.51,banana
22.75,14.07,52.15,17.02,98.08,5.49,108.97,pomegranate
78.26,53.34,31.17,24.17,83.6,6.07,207.1,rice
126.11,76.83,61.96,27.05,85.31,5.72,117.51,banana
86.68,80.16,39.91,23.3,74.57,6.6,99.59,banana
104.56,93.03,32.38,29.75,79.3,5.25,44.97,banana
133.66,47.59,42.25,19.08,71.94,6.74,61.18,cotton
100.11,23.72,45.63,27.56,81.33,6.94,65.8,watermelon
14.24,38.61,13.79,28.11,90.68,6.93,55.84,mungbean
22.4,35.5,29.77,32.11,41.33,5.9,93.8,mango
12.16,16.56,50.11,15.4,92.8,6.27,158.23,pomegranate
